"sample","sampleid","otu","Kingdom","Phylum","Class","Order","Family","Genus","pctseqs"
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00238;seqs=392237;samples=1352","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Stomatobaculum",0.024390243902439
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00299;seqs=283497;samples=1719","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",0.0304878048780488
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00313;seqs=264592;samples=2003","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Sporobacter",0.00522648083623693
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00321;seqs=259666;samples=2311","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",0.00522648083623693
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00329;seqs=249648;samples=1352","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Kineothrix",0.00914634146341463
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00341;seqs=231051;samples=1406","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiracea_incertae_sedis",0.0139372822299652
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00370;seqs=199173;samples=831","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Kineothrix",0.00914634146341463
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00410;seqs=176232;samples=923","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ercella",0.00566202090592335
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00413;seqs=174695;samples=964","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",0.0156794425087108
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00437;seqs=162969;samples=2534","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerobacterium",0.0135017421602787
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00475;seqs=143636;samples=438","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.0587979094076655
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00573;seqs=108031;samples=3206","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",0.00479094076655052
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00635;seqs=95164;samples=1972","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",0.00871080139372822
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00712;seqs=81136;samples=1127","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eisenbergiella",0.00435540069686411
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00727;seqs=79945;samples=685","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae Sedis XIII","Bacilliculturomica",0.0640243902439024
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00754;seqs=76661;samples=1102","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus2",0.00740418118466899
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00771;seqs=72943;samples=841","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella",0.00348432055749129
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV00970;seqs=50702;samples=2218","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flintibacter",0.00217770034843206
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV01134;seqs=39681;samples=723","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium IV",0.00958188153310104
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV01192;seqs=36855;samples=178","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Stomatobaculum",0.0117595818815331
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV01230;seqs=34371;samples=596","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",0.00304878048780488
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV04994;seqs=1850;samples=112","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerobacterium",0.00827526132404181
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV07699;seqs=707;samples=13","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.00304878048780488
"MMF.16S.315_E22.D0.M13","E22.D0.M13","ASV31367;seqs=22;samples=7","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Kineothrix",0.00261324041811847
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00004;seqs=21815605;samples=8834","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.162015897175715
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00007;seqs=19799151;samples=7972","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",0.000338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00008;seqs=16272443;samples=7286","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",0.000338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00009;seqs=13397954;samples=7232","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.032639945881955
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00031;seqs=3696921;samples=4404","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.10857432775241
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00036;seqs=3075213;samples=3779","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.139945881955014
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00060;seqs=2192784;samples=2923","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.0416032470826991
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00073;seqs=1761110;samples=1962","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella",0.106291222729579
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00089;seqs=1342707;samples=2040","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.0410113309656689
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00091;seqs=1318083;samples=3437","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Schaedlerella",0.000422797226450194
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00100;seqs=1158729;samples=1818","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella",0.00896330120074412
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00110;seqs=1061393;samples=2599","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor",0.00566548283443261
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00118;seqs=961809;samples=2442","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium XVIII",0.000591916117030272
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00152;seqs=665033;samples=1556","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.0426179604261796
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00153;seqs=664085;samples=2866","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Massiliimalia",0.000507356671740233
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00161;seqs=617268;samples=2142","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor",0.00076103500761035
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00165;seqs=614216;samples=2835","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus",0.00118383223406054
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00167;seqs=599254;samples=3797","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acutalibacter",0.000676475562320311
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00173;seqs=583189;samples=2698","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium XlVa",0.00338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00176;seqs=573219;samples=4300","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",0.00431253170979198
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00184;seqs=552847;samples=2718","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Petroclostridium",0.00947065787248436
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00185;seqs=546104;samples=2579","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Kineothrix",0.00219854557754101
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00189;seqs=536168;samples=2992","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiracea_incertae_sedis",0.0344156942330458
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00198;seqs=522395;samples=3981","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Lawsonibacter",0.00228310502283105
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00215;seqs=451774;samples=2930","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",0.0229156096736005
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00232;seqs=402982;samples=4299","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",0.0101471334348047
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00236;seqs=397650;samples=1809","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.0131912734652461
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00238;seqs=392237;samples=1352","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Stomatobaculum",0.00422797226450194
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00249;seqs=364121;samples=2063","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Tepidibaculum",0.000676475562320311
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00250;seqs=363007;samples=3231","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella",0.000338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00264;seqs=344386;samples=2563","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_incertae_sedis",0.00076103500761035
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00276;seqs=304759;samples=2384","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",0.0120920006764756
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00284;seqs=297046;samples=1975","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter",0.000338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00297;seqs=284431;samples=2415","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Murimonas",0.00253678335870117
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00298;seqs=283638;samples=1049","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.0206325046507695
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00299;seqs=283497;samples=1719","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",0.000845594452900389
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00301;seqs=279813;samples=2070","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 3","Caldisalinibacter",0.000253678335870117
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00303;seqs=278914;samples=1954","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium XlVa",0.00126839167935058
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00306;seqs=274348;samples=1705","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium XlVa",0.0030441400304414
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00313;seqs=264592;samples=2003","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Sporobacter",0.00101471334348047
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00326;seqs=253079;samples=2114","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum",0.000507356671740233
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00329;seqs=249648;samples=1352","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Kineothrix",0.00211398613225097
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00341;seqs=231051;samples=1406","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiracea_incertae_sedis",0.00625739895146288
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00358;seqs=208392;samples=2004","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter",0.00422797226450194
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00410;seqs=176232;samples=923","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ercella",0.00270590224928124
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00426;seqs=167310;samples=1622","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella",0.00312869947573144
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00437;seqs=162969;samples=2534","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerobacterium",0.00490444782682226
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00475;seqs=143636;samples=438","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.0382208692710976
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00520;seqs=123893;samples=1454","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Murimonas",0.00228310502283105
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00573;seqs=108031;samples=3206","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",0.00126839167935058
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00607;seqs=101642;samples=2391","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Robinsoniella",0.000422797226450194
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00624;seqs=97569;samples=2099","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Dysosmobacter",0.000845594452900389
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00652;seqs=91734;samples=3026","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia",0.00312869947573144
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00671;seqs=87264;samples=2417","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Lawsonibacter",0.00253678335870117
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00688;seqs=84249;samples=1425","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",0.00312869947573144
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00720;seqs=80610;samples=2331","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",0.000930153898190428
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00727;seqs=79945;samples=685","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae Sedis XIII","Bacilliculturomica",0.0323017081007949
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00750;seqs=77434;samples=1657","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Schwartzia",0.00076103500761035
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00753;seqs=77207;samples=858","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum",0.00186030779638086
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00784;seqs=71176;samples=1487","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",0.000591916117030272
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00876;seqs=60407;samples=1231","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum",0.00109927278877051
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00894;seqs=58327;samples=907","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerobacterium",0.000676475562320311
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV00970;seqs=50702;samples=2218","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flintibacter",0.000422797226450194
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01053;seqs=44215;samples=805","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",0.00135295112464062
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01170;seqs=37970;samples=1036","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae Sedis XIII","Bacilliculturomica",0.00169118890580078
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01214;seqs=35677;samples=196","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.00414341281921191
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01230;seqs=34371;samples=596","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",0.0015220700152207
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01272;seqs=31616;samples=93","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.00109927278877051
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01416;seqs=26393;samples=88","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.00101471334348047
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01494;seqs=23762;samples=394","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium XlVa",0.000845594452900389
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01596;seqs=21004;samples=650","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum",0.00118383223406054
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV01801;seqs=16665;samples=478","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",0.00076103500761035
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV02009;seqs=13383;samples=127","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.00211398613225097
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV02207;seqs=11422;samples=400","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerobacterium",0.00143751056993066
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV02288;seqs=10658;samples=352","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Frisingicoccus",0.000676475562320311
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV03162;seqs=5018;samples=96","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerobacterium",0.000930153898190428
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV03262;seqs=4693;samples=280","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium IV",0.000338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV03484;seqs=4042;samples=118","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum",0.00177574835109082
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV03814;seqs=3305;samples=57","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.0015220700152207
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV04737;seqs=2088;samples=52","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.000845594452900389
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV05473;seqs=1512;samples=218","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",0.000169118890580078
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV07151;seqs=829;samples=13","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.000930153898190428
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV09077;seqs=496;samples=29","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.00076103500761035
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV10665;seqs=348;samples=6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella",0.00253678335870117
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV13162;seqs=214;samples=14","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.00101471334348047
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV13612;seqs=198;samples=5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.00245222391341113
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV15118;seqs=154;samples=4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella",0.00194486724167089
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV15333;seqs=149;samples=8","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.000338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV18988;seqs=89;samples=3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.00219854557754101
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV19171;seqs=87;samples=8","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.000845594452900389
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV26457;seqs=38;samples=2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.00186030779638086
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV30585;seqs=24;samples=8","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Schaedlerella",0.000338237781160156
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV32731;seqs=19;samples=2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.000930153898190428
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV35076;seqs=15;samples=4","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Kineothrix",8.45594452900389e-05
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV39202;seqs=10;samples=5","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.000253678335870117
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV41485;seqs=8;samples=6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",0.000253678335870117
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV42875;seqs=7;samples=1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae Sedis XIII","Bacilliculturomica",0.000591916117030272
"MMF.16S.315_E22.D0.M14","E22.D0.M14","ASV46265;seqs=5;samples=1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium XlVa",0.000422797226450194
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00004;seqs=21815605;samples=8834","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0.121772505233775
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00009;seqs=13397954;samples=7232","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.0648988136775994
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00036;seqs=3075213;samples=3779","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.171318911374738
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00037;seqs=3027715;samples=2897","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia",0.00348918353105373
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00064;seqs=2109558;samples=4429","Eukaryota","Plantae","Liliopsida","Poales","Poaceae","Zea",0.00174459176552687
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00073;seqs=1761110;samples=1962","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella",0.125261688764829
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00084;seqs=1534943;samples=3548","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma",0.00104675505931612
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00089;seqs=1342707;samples=2040","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",0.179692951849267
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00110;seqs=1061393;samples=2599","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor",0.00732728541521284
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00128;seqs=865806;samples=5199","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",0.00383810188415911
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00131;seqs=830596;samples=2173","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Kineothrix",0.0184926727145848
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00152;seqs=665033;samples=1556","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto",0.00314026517794836
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00161;seqs=617268;samples=2142","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor",0.00453593859036985
"MMF.16S.315_E22.D0.M15","E22.D0.M15","ASV00165;seqs=614216;samples=2835","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus",0.00593161200279135
