"sample","sampleid","otu","Kingdom","Phylum","Class","Order","Family","Genus","pctseqs"
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV22823;seqs=57;samples=6","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00092038656235619
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV23155;seqs=55;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.0063276576161988
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV25571;seqs=42;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00184077312471238
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV27669;seqs=33;samples=1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.00379659456971928
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV29486;seqs=27;samples=1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.00310630464795214
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV30220;seqs=25;samples=3","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.00103543488265071
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV31835;seqs=21;samples=2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000805338242061666
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV32285;seqs=20;samples=3","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.000805338242061666
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV35098;seqs=15;samples=2","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.00092038656235619
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV37363;seqs=12;samples=1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.00138057984353428
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV58595;seqs=1;samples=1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.000115048320294524
"MMF.16S.315_E22.D7.M14","E22.D7.M14","ASV58596;seqs=1;samples=1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.000115048320294524
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV00002;seqs=25043241;samples=6000","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.35469765836258
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV00009;seqs=13397954;samples=7232","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.0132328404579713
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV00015;seqs=7254331;samples=2158","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.450894655083137
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV00064;seqs=2109558;samples=4429","Eukaryota","Plantae","Liliopsida","Poales","Poaceae","Zea",0.00120821586790173
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV00113;seqs=1030428;samples=964","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.0766929405672861
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV01478;seqs=24296;samples=33","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV01790;seqs=16814;samples=82","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",0.000287670444738508
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV02041;seqs=13008;samples=33","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.00074794315632012
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV02827;seqs=6469;samples=37","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.0076520338300443
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV02971;seqs=5828;samples=10","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV03200;seqs=4906;samples=29","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.00074794315632012
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV04945;seqs=1894;samples=24","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000920545423163224
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV05025;seqs=1833;samples=62","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.00115068177895403
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV05612;seqs=1424;samples=13","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV06638;seqs=992;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000805477245267821
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV07382;seqs=777;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV07672;seqs=712;samples=14","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV08840;seqs=526;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000287670444738508
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV09433;seqs=455;samples=15","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV09466;seqs=452;samples=15","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV09886;seqs=411;samples=17","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.00109314769000633
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV10246;seqs=380;samples=14","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV11228;seqs=310;samples=15","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000575340889477015
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV11675;seqs=284;samples=6","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV11742;seqs=280;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV11754;seqs=279;samples=11","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV12177;seqs=257;samples=17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00126574995684943
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV12312;seqs=250;samples=11","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV12456;seqs=243;samples=16","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00126574995684943
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV12482;seqs=242;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00535067027213624
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV12531;seqs=240;samples=4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000863011334215523
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV13063;seqs=218;samples=10","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV13644;seqs=197;samples=8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000978079512110926
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV13717;seqs=195;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV13970;seqs=186;samples=8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV13971;seqs=186;samples=12","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000115068177895403
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV14183;seqs=179;samples=8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV14294;seqs=176;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV14297;seqs=176;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000920545423163224
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV14370;seqs=174;samples=9","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000863011334215523
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15023;seqs=156;samples=8","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15116;seqs=154;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15124;seqs=154;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15471;seqs=146;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000230136355790806
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15688;seqs=141;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15785;seqs=139;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15835;seqs=138;samples=2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000345204533686209
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV15871;seqs=137;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV16060;seqs=133;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00322190898107128
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV16476;seqs=125;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV16538;seqs=124;samples=11","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00074794315632012
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV17240;seqs=113;samples=8","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00161095449053564
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV17304;seqs=112;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV17423;seqs=110;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV17486;seqs=109;samples=5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV17756;seqs=105;samples=4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV18643;seqs=93;samples=6","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000345204533686209
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV18894;seqs=90;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00120821586790173
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV20431;seqs=75;samples=5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV20927;seqs=71;samples=1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.00408492031528681
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV21399;seqs=67;samples=4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000863011334215523
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV22658;seqs=58;samples=4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV22820;seqs=57;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00103561360105863
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV22822;seqs=57;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00115068177895403
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV22823;seqs=57;samples=6","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV22996;seqs=56;samples=4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV23463;seqs=53;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000863011334215523
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV23601;seqs=52;samples=4","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000287670444738508
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV23774;seqs=51;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000863011334215523
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV24572;seqs=47;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV24573;seqs=47;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000920545423163224
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV25773;seqs=41;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV25776;seqs=41;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000978079512110926
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV26003;seqs=40;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV26239;seqs=39;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000863011334215523
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV26708;seqs=37;samples=3","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV26713;seqs=37;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000575340889477015
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV27422;seqs=34;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000805477245267821
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV27425;seqs=34;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV28276;seqs=31;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV28540;seqs=30;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000345204533686209
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV28829;seqs=29;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV29136;seqs=28;samples=2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV29487;seqs=27;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV29822;seqs=26;samples=5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000230136355790806
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV30212;seqs=25;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV30213;seqs=25;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV30214;seqs=25;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000575340889477015
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV30599;seqs=24;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV31377;seqs=22;samples=4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV31834;seqs=21;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV31843;seqs=21;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000345204533686209
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV32746;seqs=19;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV33248;seqs=18;samples=2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV33262;seqs=18;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00103561360105863
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV33263;seqs=18;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV33804;seqs=17;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV33805;seqs=17;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00074794315632012
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV33806;seqs=17;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV33807;seqs=17;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000575340889477015
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV34413;seqs=16;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV34414;seqs=16;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV35097;seqs=15;samples=3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV35099;seqs=15;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV35785;seqs=14;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000805477245267821
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV35786;seqs=14;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000805477245267821
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV35787;seqs=14;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000805477245267821
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV35788;seqs=14;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000460272711581612
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV35789;seqs=14;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000287670444738508
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV36532;seqs=13;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00074794315632012
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV36533;seqs=13;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.00074794315632012
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV36534;seqs=13;samples=2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000402738622633911
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV37364;seqs=12;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV37365;seqs=12;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV37366;seqs=12;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV37367;seqs=12;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000690409067372418
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV38234;seqs=11;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV38235;seqs=11;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV38236;seqs=11;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000632874978424717
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV39228;seqs=10;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000575340889477015
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV39229;seqs=10;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0.000575340889477015
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV39230;seqs=10;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000575340889477015
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV40280;seqs=9;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
"MMF.16S.315_E22.D7.M15","E22.D7.M15","ASV40281;seqs=9;samples=1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0.000517806800529314
